Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/28/2020,06/27/2020,06/27/2020,By week,South Dakota,Week-ending,,147.0,0.98,,,0.0,11.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,South Dakota,Week-ending,,129.0,0.83,,,0.0,11.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,South Dakota,Week-ending,11.0,110.0,0.77,,,0.0,15.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,South Dakota,Week-ending,,42.0,0.3,,,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,South Dakota,Week-ending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07/28/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0.0,1586.0,1.04,127.0,0.0,13.0,140.0,
07/28/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0.0,1610.0,1.01,125.0,0.0,15.0,140.0,
07/28/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0.0,1453.0,0.94,116.0,0.0,15.0,131.0,
07/28/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0.0,1509.0,1.01,97.0,0.0,10.0,107.0,
07/28/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0.0,1498.0,1.02,114.0,0.0,16.0,130.0,
07/28/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0.0,1606.0,1.1,121.0,0.0,13.0,134.0,
07/28/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0.0,1591.0,1.07,109.0,0.0,12.0,121.0,
07/28/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1519.0,1.05,115.0,,,124.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,10.0,1513.0,1.03,123.0,,,136.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,53.0,1581.0,1.08,138.0,21.0,,179.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,53.0,1509.0,1.04,143.0,31.0,,168.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,42.0,1534.0,1.09,119.0,17.0,0.0,144.0,
07/28/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,30.0,1468.0,1.01,108.0,,0.0,130.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,33.0,1481.0,1.06,108.0,14.0,,128.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,48.0,1477.0,1.07,101.0,13.0,0.0,136.0,
07/28/2020,05/16/2020,05/16/2020,By week,Tennessee,Week-ending,54.0,1536.0,1.12,106.0,19.0,,142.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Tennessee,Week-ending,31.0,1542.0,1.12,103.0,11.0,0.0,123.0,
07/28/2020,05/30/2020,05/30/2020,By week,Tennessee,Week-ending,43.0,1443.0,1.04,106.0,16.0,0.0,133.0,
07/28/2020,06/06/2020,06/06/2020,By week,Tennessee,Week-ending,36.0,1459.0,1.04,101.0,12.0,0.0,125.0,
07/28/2020,06/13/2020,06/13/2020,By week,Tennessee,Week-ending,34.0,1464.0,1.09,91.0,12.0,,114.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Tennessee,Week-ending,56.0,1529.0,1.11,92.0,16.0,,133.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,Tennessee,Week-ending,55.0,1498.0,1.13,104.0,18.0,,142.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Tennessee,Week-ending,62.0,1407.0,1.01,89.0,19.0,0.0,132.0,
07/28/2020,07/11/2020,07/11/2020,By week,Tennessee,Week-ending,74.0,1360.0,1.0,123.0,42.0,0.0,155.0,
07/28/2020,07/18/2020,07/18/2020,By week,Tennessee,Week-ending,48.0,1009.0,0.74,72.0,24.0,,97.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Tennessee,Week-ending,,251.0,0.18,15.0,,0.0,19.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0.0,4170.0,0.97,276.0,0.0,30.0,306.0,
07/28/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0.0,4316.0,1.01,284.0,0.0,37.0,321.0,
07/28/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0.0,4334.0,1.03,300.0,0.0,45.0,345.0,
07/28/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0.0,4209.0,1.02,281.0,0.0,35.0,316.0,
07/28/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0.0,4138.0,1.01,302.0,0.0,39.0,341.0,
07/28/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,,4164.0,0.99,277.0,0.0,40.0,318.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0.0,4159.0,1.03,310.0,0.0,34.0,344.0,
07/28/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10.0,4240.0,1.06,331.0,,23.0,359.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,44.0,4248.0,1.09,347.0,14.0,17.0,392.0,
07/28/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,126.0,4171.0,1.09,368.0,48.0,,452.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,204.0,4252.0,1.1,407.0,80.0,,535.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,237.0,4283.0,1.12,413.0,114.0,,539.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,240.0,4439.0,1.17,341.0,95.0,,493.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,234.0,4239.0,1.12,366.0,103.0,,504.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,226.0,4253.0,1.14,356.0,103.0,,481.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Texas,Week-ending,247.0,4241.0,1.13,360.0,110.0,,498.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Texas,Week-ending,168.0,4209.0,1.14,342.0,81.0,,433.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,Texas,Week-ending,212.0,4086.0,1.09,345.0,111.0,,450.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/06/2020,06/06/2020,By week,Texas,Week-ending,173.0,4136.0,1.1,301.0,72.0,,403.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/13/2020,06/13/2020,By week,Texas,Week-ending,212.0,4284.0,1.16,304.0,90.0,,426.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Texas,Week-ending,286.0,4334.0,1.17,381.0,135.0,0.0,532.0,
07/28/2020,06/27/2020,06/27/2020,By week,Texas,Week-ending,373.0,4229.0,1.15,371.0,145.0,,600.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Texas,Week-ending,612.0,4384.0,1.19,472.0,285.0,0.0,799.0,
07/28/2020,07/11/2020,07/11/2020,By week,Texas,Week-ending,706.0,4122.0,1.14,570.0,377.0,,901.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,Texas,Week-ending,398.0,2456.0,0.68,305.0,197.0,,507.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Texas,Week-ending,23.0,335.0,0.09,17.0,11.0,0.0,29.0,
07/28/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0.0,362.0,0.98,18.0,0.0,,20.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0.0,312.0,0.8,18.0,0.0,,21.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0.0,412.0,1.12,14.0,0.0,,19.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0.0,366.0,0.95,16.0,0.0,,22.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0.0,395.0,1.01,31.0,0.0,,34.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0.0,403.0,1.0,30.0,0.0,,33.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0.0,405.0,1.09,22.0,0.0,,27.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0.0,410.0,1.08,29.0,0.0,,36.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,394.0,1.12,34.0,0.0,,42.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11.0,408.0,1.14,33.0,,0.0,39.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,379.0,1.0,16.0,,,22.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,387.0,1.02,20.0,,0.0,22.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,16.0,404.0,1.14,19.0,,0.0,31.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,12.0,379.0,1.06,12.0,,,23.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,18.0,371.0,1.02,21.0,11.0,0.0,28.0,
07/28/2020,05/16/2020,05/16/2020,By week,Utah,Week-ending,17.0,402.0,1.13,18.0,,0.0,30.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Utah,Week-ending,14.0,371.0,0.99,24.0,,0.0,31.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,Utah,Week-ending,12.0,389.0,1.11,20.0,,0.0,27.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/06/2020,06/06/2020,By week,Utah,Week-ending,12.0,401.0,1.09,19.0,,0.0,28.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/13/2020,06/13/2020,By week,Utah,Week-ending,20.0,386.0,1.08,21.0,,0.0,34.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Utah,Week-ending,14.0,399.0,1.15,23.0,,0.0,33.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,Utah,Week-ending,12.0,376.0,1.07,24.0,,0.0,32.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Utah,Week-ending,17.0,436.0,1.25,25.0,,0.0,37.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,Utah,Week-ending,28.0,391.0,1.15,23.0,,0.0,43.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,Utah,Week-ending,20.0,336.0,0.93,14.0,,0.0,27.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Utah,Week-ending,,43.0,0.13,,,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0.0,105.0,0.85,,0.0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0.0,112.0,0.94,,0.0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0.0,126.0,1.11,,0.0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0.0,107.0,0.94,,0.0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0.0,137.0,1.31,13.0,0.0,,14.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0.0,137.0,0.91,,0.0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0.0,140.0,1.28,11.0,0.0,,13.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,135.0,1.14,10.0,,,13.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106.0,0.93,14.0,,0.0,21.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,10.0,148.0,1.25,13.0,,0.0,19.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109.0,0.91,,,,12.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,10.0,129.0,1.14,11.0,,0.0,19.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11.0,120.0,1.06,,,0.0,17.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,,121.0,1.06,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Vermont,Week-ending,,111.0,1.21,,,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Vermont,Week-ending,,102.0,1.04,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Vermont,Week-ending,0.0,103.0,0.98,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/30/2020,05/30/2020,By week,Vermont,Week-ending,,130.0,1.32,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/06/2020,06/06/2020,By week,Vermont,Week-ending,0.0,127.0,1.13,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/13/2020,06/13/2020,By week,Vermont,Week-ending,0.0,103.0,0.9,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Vermont,Week-ending,,90.0,0.87,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/27/2020,06/27/2020,By week,Vermont,Week-ending,0.0,124.0,1.27,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/04/2020,07/04/2020,By week,Vermont,Week-ending,0.0,102.0,0.82,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/11/2020,07/11/2020,By week,Vermont,Week-ending,0.0,109.0,1.19,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/18/2020,07/18/2020,By week,Vermont,Week-ending,0.0,71.0,0.74,,0.0,0.0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Vermont,Week-ending,0.0,32.0,0.33,0.0,0.0,0.0,0.0,
07/28/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0.0,1422.0,1.01,73.0,0.0,,82.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0.0,1524.0,1.04,62.0,0.0,11.0,73.0,
07/28/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0.0,1376.0,0.99,58.0,0.0,,67.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0.0,1443.0,1.03,71.0,0.0,,76.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0.0,1386.0,0.99,65.0,0.0,17.0,82.0,
07/28/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0.0,1477.0,1.08,73.0,0.0,,81.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1432.0,1.05,65.0,0.0,18.0,84.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1452.0,1.04,73.0,,,84.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,28.0,1515.0,1.12,102.0,,,133.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,58.0,1467.0,1.08,108.0,26.0,,146.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,102.0,1617.0,1.2,137.0,35.0,,207.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,195.0,1598.0,1.23,143.0,71.0,,269.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,220.0,1627.0,1.27,129.0,66.0,,284.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,249.0,1662.0,1.29,161.0,99.0,,313.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Virginia,Week-ending,232.0,1585.0,1.25,118.0,65.0,,287.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Virginia,Week-ending,199.0,1561.0,1.26,107.0,61.0,0.0,245.0,
07/28/2020,05/23/2020,05/23/2020,By week,Virginia,Week-ending,165.0,1458.0,1.17,102.0,58.0,0.0,209.0,
07/28/2020,05/30/2020,05/30/2020,By week,Virginia,Week-ending,159.0,1430.0,1.12,99.0,49.0,0.0,209.0,
07/28/2020,06/06/2020,06/06/2020,By week,Virginia,Week-ending,102.0,1393.0,1.11,87.0,35.0,0.0,154.0,
07/28/2020,06/13/2020,06/13/2020,By week,Virginia,Week-ending,109.0,1401.0,1.1,105.0,45.0,0.0,169.0,
07/28/2020,06/20/2020,06/20/2020,By week,Virginia,Week-ending,84.0,1253.0,1.02,75.0,33.0,0.0,126.0,
07/28/2020,06/27/2020,06/27/2020,By week,Virginia,Week-ending,71.0,1372.0,1.12,53.0,17.0,0.0,107.0,
07/28/2020,07/04/2020,07/04/2020,By week,Virginia,Week-ending,51.0,1267.0,1.02,58.0,19.0,0.0,90.0,
07/28/2020,07/11/2020,07/11/2020,By week,Virginia,Week-ending,47.0,1310.0,1.04,55.0,17.0,0.0,85.0,
07/28/2020,07/18/2020,07/18/2020,By week,Virginia,Week-ending,32.0,821.0,0.67,38.0,10.0,,61.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,07/25/2020,07/25/2020,By week,Virginia,Week-ending,,203.0,0.17,,,0.0,10.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0.0,1198.0,1.02,71.0,0.0,,78.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0.0,1174.0,0.99,72.0,0.0,,80.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0.0,1178.0,0.97,85.0,0.0,11.0,96.0,
07/28/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0.0,1115.0,0.95,69.0,0.0,,74.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1132.0,0.96,81.0,,,92.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,21.0,1208.0,1.05,100.0,14.0,16.0,122.0,
07/28/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26.0,1164.0,1.0,90.0,16.0,,108.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,62.0,1222.0,1.03,120.0,26.0,17.0,172.0,
07/28/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,116.0,1291.0,1.17,165.0,58.0,,230.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,155.0,1302.0,1.13,160.0,83.0,,240.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,141.0,1299.0,1.16,141.0,82.0,0.0,200.0,
07/28/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,115.0,1241.0,1.15,128.0,67.0,,180.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,103.0,1223.0,1.19,107.0,51.0,,160.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,77.0,1147.0,1.05,96.0,41.0,,134.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/09/2020,05/09/2020,By week,Washington,Week-ending,86.0,1201.0,1.11,88.0,44.0,,132.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/16/2020,05/16/2020,By week,Washington,Week-ending,68.0,1132.0,1.04,91.0,34.0,,127.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,05/23/2020,05/23/2020,By week,Washington,Week-ending,45.0,1101.0,1.09,66.0,22.0,0.0,89.0,
07/28/2020,05/30/2020,05/30/2020,By week,Washington,Week-ending,35.0,1047.0,1.0,65.0,19.0,0.0,81.0,
07/28/2020,06/06/2020,06/06/2020,By week,Washington,Week-ending,33.0,1049.0,0.99,47.0,17.0,0.0,63.0,
07/28/2020,06/13/2020,06/13/2020,By week,Washington,Week-ending,41.0,1088.0,1.06,63.0,23.0,,82.0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/28/2020,06/20/2020,06/20/2020,By week,Washington,Week-ending,31.0,1121.0,1.09,61.0,14.0,0.0,78.0,
07/28/2020,06/27/2020,06/27/2020,By week,Washington,Week-ending,38.0,1068.0,1.02,55.0,18.0,0.0,75.0,
